Title: A Machine Learning Method to Infer Fundamental Stellar Parameters 
       from Photometric Light Curves  
Authors: Miller A.A., Bloom J.S., Richards J.W., Lee Y.S., Starr D.L., 
         Butler N.R., Tokarz S., Smith N., Eisner J.A. 
Table: SSPP Stellar Parameters for Hectospec Targets
================================================================================
Byte-by-byte Description of file: apj504861t3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units    Label  Explanations
--------------------------------------------------------------------------------
   1-  7 I7     ---      ID     Source identifier in the UWVSC 
   9- 12 F4.1   ---      P      Target priority for Hectospec observations
  14- 18 A5     ---      Flags  Analyis flags returned by the SSPP (1)
  20- 26 F7.1   K        Teff   Effective temperature (2)
  28- 34 F7.1   K       eTeff   Uncertainty in Teff  (2)
  36- 37 I2     ---    o_Teff   Number of methods used by SSPP to derive Teff
  39- 46 F8.2   [cm/s2]  log(g) Log surface gravity (2)
  48- 55 F8.2   [cm/s2] elog(g) Uncertainty in log(g) (2)
      57 I1     ---    o_log(g) Number of methods used by SSPP to derive log(g)
  59- 66 F8.2   [-]      [Fe/H] Metallicity (2)
  68- 75 F8.2   [-]     e[Fe/H] Uncertainty in [Fe/H] (2)
      77 I1     ---    o_[Fe/H] Number of methods used by SSPP to derive [Fe/H]
--------------------------------------------------------------------------------
Note (1): See Lee et al. 2008a.
Note (2): A -9999.00 indicates a NULL value.
--------------------------------------------------------------------------------
6025422  3.  nnnnn  5648.6    64.2  8     4.23     0.20 6    -0.44     0.03 6 
4252905  9.  NCBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4286313  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5025880  5.  Nnngn  4383.5    89.6  3     4.28     0.26 2    -1.06     0.05 1 
5113589  2.5 nnBnT  6493.3   222.2  5     3.14     0.58 2    -0.80     0.04 1 
5285170  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5796625  5.  nnnnn  5877.0    74.2  7     4.01     0.26 4    -0.44     0.09 4 
5896317  8.  nnnnn  6154.1    45.6  5     4.15     0.41 2    -0.67     0.03 1 
4175365  5.  nnnnn  4987.8    90.6  5     4.57     0.10 5    -0.72     0.15 3 
4205453  2.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4351875  3.  nnnnn  5568.8    59.9  8     4.40     0.14 6    -0.18     0.05 6 
4539511  1.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4568087  2.  nnnnn  5896.7    69.5  8     4.11     0.09 5    -0.35     0.07 6 
4599178  2.  nnnnn  5689.6    52.5  8     4.38     0.13 6    -0.35     0.03 5 
4627975  3.  nnnnn  5668.7   201.4  3     4.06     0.42 2    -0.06     0.10 1 
4812273  2.  nnnnn  4155.9   106.5  3     0.70     0.07 2    -1.34     0.09 2 
4836359  6.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5056202  3.  nnnnn  4372.9    87.7  4     4.31     0.27 4    -0.60     0.07 2 
5104572 10.  nnnnn  5515.5    13.5  4     4.34     0.06 2    -0.51     0.09 1 
5184909  5.  nnnnn  5464.4    52.0  7     4.16     0.15 6    -0.21     0.02 3 
5201427  9.  nnnnn  5725.4   128.8  3     4.34     0.24 2    -0.42     0.09 1 
5298684  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5305052  5.  nnnGn  6222.9    90.4  7     3.62     0.30 4    -1.04     0.03 3 
5381639  5.  nnnnn  5001.6    95.8  3     4.29     0.19 2    -0.37     0.07 1 
5451399  6.  Nnnnn  4915.9    16.9  3     4.46     0.14 2    -0.97     0.11 1 
5465075  1.  nnnnn  5200.0    89.9  4     3.82     0.20 4    -0.08     0.07 3 
5479328  1.  nnnnn  4909.4    93.1  4     4.37     0.02 3    -0.26     0.03 2 
5497317  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5538410  8.  nnBnn  5167.7    16.2  3     4.04     0.22 2    -0.43     0.09 1 
5742825  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5841945  4.  nnnnn  4773.0    25.4  4     3.28     0.59 4    -1.13     0.07 2 
5905612  9.  nnBGn  5615.2   159.4  4     3.02     0.46 2    -1.53     0.10 1 
5997567  1.  nnnnn  5038.6    85.3  4     3.59     0.16 4    -0.21     0.03 3 
6016949  5.  lnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4171052  7.  nnnnn  5930.5    87.7  5     3.51     0.07 2    -0.07     0.10 1 
4293585  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4411279  3.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4421232  7.  nnnnn  5920.6     4.2  4     4.13     0.48 2    -0.75     0.02 1 
4475936  5.  nnnnn  5732.7   101.1  6     4.10     0.31 4    -0.65     0.04 3 
4500374  5.  nnnnT  5962.8    88.2  7     3.92     0.17 3    -0.63     0.15 1 
4581620  2.5 nnnnT  7155.3   151.3 10     2.71     0.35 7    -1.31     0.06 4 
4594043  5.  nnnnn  4618.5    28.1  3     4.50     0.26 3    -0.98     0.15 1 
4661989  2.5 nnnnT  7056.8   211.2  9     3.54     0.39 6    -2.44     0.03 3 
4806466  7.  nCnnT  5791.3   351.2  3     3.86     0.47 2    -0.42     0.07 1 
5058609  2.5 nCnnT  5653.1   369.4  3     3.65     0.88 2    -0.52     0.10 1 
5133972  5.  nnBnn  5408.3    75.7  7     4.58     0.04 6    -1.00     0.07 7 
5332476 10.  nnnnn  5753.8   105.8  4     3.19     0.63 2    -0.36     0.09 1 
5336728  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5427372  2.5 nnnnn  5745.4   123.8  3     3.77     0.16 2    -0.26     0.08 1 
5453873  7.  Nnnnn  4375.8     4.1  3     3.76     0.33 2    -0.13     0.08 1 
5470371  7.  nnnnn  4600.5    87.5  3     4.06     0.09 2    -0.22     0.08 1 
5474220  7.  nnBgn  5184.9    50.6  3     3.65     0.06 2    -1.31     0.10 1 
5482605  3.  nnngn  6049.1   108.9  9     4.05     0.21 6    -1.18     0.04 4 
5525841  3.  nnngn  4233.6    96.2  4     4.39     0.26 4    -1.32     0.09 2 
5559432  2.  nnnnn  7069.1    47.7 10     4.22     0.24 7    -0.69     0.08 4 
5783208  6.  nnBnn  5759.9    18.5  4     3.47     0.13 2    -0.63     0.10 1 
5795306  2.  nnngn  4149.3   127.6  2     4.45     0.05 2    -1.47     0.09 1 
5824726  1.  nnnnn  4723.5    86.9  4     2.70     0.29 4    -0.07     0.01 2 
5985810  7.  NnBnT  4711.1   226.1  3     3.87     0.40 2    -0.29     0.10 1 
4318357  1.  nnnnn  5702.1    67.1  8     3.79     0.14 6    -0.17     0.06 6 
4490135  5.  NCnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4544299  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4568412  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4583761  5.  Nnnnn  4326.5    53.2  3     3.81     0.11 2    -0.38     0.09 1 
4744203  7.  nnBGn  5954.7    10.6  5     2.12     1.09 2    -1.39     0.09 1 
4781928  5.  nnBgn  5449.5    89.5  7     3.63     0.31 6    -1.07     0.08 6 
4791158  2.  nnnnn  5789.4    72.7  8     3.79     0.05 5     0.15     0.06 4 
4850053  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4877746  9.  nnnnn  4960.4    82.0  3     4.34     0.16 2    -0.77     0.09 1 
5164659  2.  nnnnn  5666.6    84.7  7     4.08     0.11 6     0.17     0.08 6 
5189026  9.  nnnnn  5983.9   108.2  4     3.79     0.20 2    -0.26     0.09 1 
5269627  2.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5283053  4.  nnnnn  5941.5    82.6  9     4.36     0.03 5    -0.25     0.04 4 
5299329  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5306488  3.  nnnnn  5142.5   172.1  4     2.33     0.44 4    -1.80     0.10 5 
5410425  2.  nnnnn  5527.5    80.8  7     4.03     0.20 6    -0.18     0.04 2 
5479187  9.  nnngn  5672.4    71.2  3     3.94     0.10 2    -1.05     0.08 1 
5597583  4.  nnBnn  4913.8    58.4  4     3.72     0.05 4    -0.47     0.07 2 
5740902  6.  nnBnn  5458.7    39.9  4     3.06     0.42 2    -1.79     0.10 1 
5748756  2.5 nnnnn  5321.9   297.9  5     3.91     0.44 4    -1.30     0.11 3 
5873302  3.  nnnnn  5440.0    30.0  7     4.32     0.12 6    -0.28     0.04 4 
6076694  2.  nnnnn  5305.2    55.4  7     4.42     0.09 6    -0.34     0.05 6 
6086097 10.  nnnnn  5323.8   105.1  3     4.05     0.30 2    -0.35     0.07 1 
4168900  2.  nnnnn  5655.0    58.9  7     4.41     0.15 6    -0.35     0.05 6 
4179388  9.  NCnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4185442  1.  nnnnn  5945.3    77.5  9     4.12     0.15 6    -0.58     0.03 5 
4453302  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4453431  1.  nnnGn  4131.0    70.1  3     4.43     0.20 2    -1.18     0.10 1 
4570909  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4588477  2.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4636337  1.  nnnnn  5068.8    90.0  4     3.57     0.21 4    -0.37     0.03 3 
4754899  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4783355  5.  nnBnn  5344.1    87.3  7     4.29     0.16 6    -0.15     0.10 7 
4840346  2.  nnnnn  7565.2    72.3  7     3.85     0.31 5    -2.52     0.15 4 
5070797  5.  nnnnn  4312.4    62.7  3     4.05     0.18 2    -0.43     0.06 1 
5156097  2.  nnnnn  5298.1    43.5  7     4.43     0.13 6    -0.47     0.05 7 
5183609  5.  nnBnn  5218.3    65.8  4     4.22     0.40 4    -0.93     0.05 3 
5265003  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5308880  2.  nnnnn  5328.2   116.3  5     3.60     0.20 5    -0.49     0.02 2 
5309820  3.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5732369 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5776101  6.  nnnnn  5606.4   110.6  6     3.87     0.39 4    -0.53     0.09 3 
5776320 10.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5909223  8.  nnngn  5224.3    91.1  3     4.16     0.41 2    -1.17     0.07 1 
5936196  5.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5942426  3.  nnnnn  5867.6    64.7  9     4.20     0.18 6    -0.53     0.04 5 
5958408  4.  nnnnn  6092.8    81.5  8     4.22     0.21 6     0.04     0.04 4 
4181310  7.  nnBnn  5374.1    97.0  3     3.49     0.06 2    -0.56     0.10 1 
4213941  5.  nCnnT  6289.5   113.4  9     4.05     0.18 6    -0.35     0.02 6 
4365663  8.  nnnnn  5686.6   126.4  5     3.44     0.54 2    -0.92     0.05 1 
4472148  5.  nnnnn  5050.6    78.7  5     4.47     0.10 5    -0.26     0.09 4 
4651164  1.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4724082  9.  lnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4783868  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4833579  5.  nnnnn  5295.2   106.0  4     4.37     0.19 4    -0.15     0.08 2 
4862632  5.  nnnnn  6025.1    85.1  9     3.94     0.20 6    -0.67     0.03 4 
4869087  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5227686  1.  nnnnn  6113.9   105.2  9     3.90     0.23 6    -0.69     0.02 5 
5278026  5.  lnnnn  4233.7   184.2  2     3.62     0.11 1    -0.48     0.08 1 
5374161  5.  lnngn  4076.2     1.9  2     4.50     0.12 1    -1.14     0.10 1 
5416271  3.  nnnnn  6013.6    68.4  9     4.09     0.13 6    -0.91     0.05 6 
5467685  2.  nnnnn  6068.1   195.1  3     4.08     0.58 2    -0.36     0.09 1 
5631079  2.  nnnnn  6341.6    59.6 10     2.95     0.25 7    -1.68     0.05 7 
5717328  8.  nnnnn  4947.4   116.3  3     4.14     0.03 2     0.18     0.09 1 
5727259  7.  nnngn  5332.4   194.8  4     3.60     0.08 2    -1.05     0.04 1 
5917586  4.  nnnnn  5694.5    67.1  8     4.13     0.09 6    -0.22     0.03 5 
5960762  2.  nnnnn  5250.4   100.7  5     4.32     0.16 5    -0.03     0.06 4 
6015012  2.5 lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6043878  1.  nnnnn  4801.9   192.7  4     3.36     0.32 4    -0.07     0.07 2 
4180900  5.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4356083  5.  nnnnn  5947.1    41.3  7     4.46     0.26 4    -0.74     0.04 4 
4397885  1.  nnnnn  5202.3    79.7  5     4.35     0.02 5    -0.17     0.07 4 
4419214  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4474304  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4509006  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4622305  7.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4629665  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4649719 10.  nnnnn  5224.1    92.1  3     4.20     0.05 2    -0.81     0.07 1 
4759734  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5020175  2.  nnnnn  4979.1    90.1  4     3.34     0.02 4    -0.36     0.09 4 
5027363  5.  Nnnnn  4777.4    19.7  3     4.31     0.08 2    -0.72     0.09 1 
5165064  9.  nnnGn  4857.9    25.3  3     4.31     0.16 2    -1.18     0.12 1 
5175225  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5179807  5.  Nnnnn  4314.1   195.1  2     4.13     0.09 1    -0.38     0.09 1 
5192825  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5301384  2.  nCnnT  5430.5    78.8  4     4.64     0.16 4    -0.53     0.08 1 
5520753  2.  nnnnn  4793.8    69.6  4     3.08     0.26 3    -0.64     0.03 3 
5547784  2.  nnnnn  5754.9    64.0  9     4.21     0.13 6    -0.27     0.03 7 
5741009  4.  nnnnn  5324.7   117.6  5     2.56     0.28 5    -0.94     0.04 3 
5844582 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5919589  3.  nnnnn  5855.6    30.8  9     4.18     0.12 6    -0.23     0.00 5 
6076566  8.  nnnGn  6530.1   201.7  5     3.25     0.27 2    -1.26     0.08 1 
4167243  2.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4228487  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4243928  2.  nnnnn  5831.2    60.5  8     4.07     0.13 6    -0.42     0.04 6 
4296821  2.  nnnnn  7340.2   125.3  7     3.34     0.33 5    -1.99     0.01 4 
4297330  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4611535  2.  nnnnn  5941.6    62.4  9     4.06     0.12 6    -0.10     0.01 6 
4652901  8.  nnnnn  5642.9    87.8  6     4.57     0.21 4    -0.68     0.08 5 
4666431  1.  nnnnn  5006.6    82.0  5     4.51     0.11 5    -0.32     0.08 4 
4697351  7.  nCnnT  6178.0     8.0  4     4.10     0.43 2    -0.67     0.03 1 
4839426  3.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5118901  7.  nnngn  5250.5    95.8  5     3.73     0.28 4    -1.04     0.05 3 
5133806  6.  nnnnn  5935.4    68.7  7     4.03     0.31 4    -0.52     0.01 2 
5153227  5.  nnnnn  5589.2    65.4  3     4.09     0.07 2    -0.32     0.09 1 
5156520  1.  nnngn  5144.7   265.1  3     3.76     0.07 2    -1.14     0.11 1 
5322474  1.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5335855  3.  nnnnn  5772.9    69.8  8     3.94     0.18 6    -0.39     0.07 5 
5440753  5.  Nnngn  4196.2   128.4  3     4.29     0.26 2    -1.08     0.11 1 
5482198  3.  nnnnn  5577.3    65.6  8     3.90     0.19 6    -0.03     0.06 4 
5534721  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5718016  6.  nnnnn  5012.4   179.7  4     4.80     0.26 4    -0.88     0.29 3 
5917179 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5936501  6.  nnnnn  5994.0    75.8  9     4.17     0.21 6    -0.87     0.03 5 
6053603  4.  nnnnn  4577.1    93.7  3     4.20     0.25 3    -0.41     0.08 1 
6056889  2.  nnnnn  5551.3    59.0  8     4.36     0.13 5    -0.55     0.02 7 
4155834  5.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4214539  1.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4310155  5.  nnnnn  4385.0   162.2  3     4.33     0.33 3    -0.35     0.09 1 
4334811  5.  nnnnn  5779.3    70.7  8     3.82     0.12 6    -0.71     0.07 5 
4529677  3.  nnnnn  4254.8    57.5  4     4.14     0.35 4    -0.99     0.06 1 
4562892  2.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4665172  9.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4701571  2.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4741442  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4793522  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5018244  9.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5026362  3.  nnngn  4350.3    69.1  4     4.19     0.33 4    -1.02     0.18 2 
5048699  2.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5201701  3.  nnnnn  5878.9    66.3  8     4.23     0.16 6    -0.56     0.04 5 
5341191  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5354429  7.  nnnnn  5904.8   111.5  5     3.64     0.00 2    -0.74     0.02 1 
5440766  2.  nnnnn  5447.2    68.1  7     4.27     0.13 6     0.15     0.06 4 
5519369  2.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5619051  6.  nnnnn  5883.9    91.1  9     4.38     0.14 6    -0.64     0.11 6 
5677020  2.  nnngn  5105.4   155.7  5     2.50     0.32 5    -1.17     0.05 4 
5685938  6.  nnnnn  6073.6    71.1  9     3.88     0.20 6    -0.44     0.07 6 
6065457  6.  NnBnn  4854.8   110.7  3     4.20     0.11 2    -0.19     0.08 1 
4181156  5.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4185861  5.  nnnnn  5593.9    99.5  7     4.33     0.19 5    -0.88     0.02 5 
4221578  9.  nnnnn  5640.7    16.0  4     4.09     0.19 2    -0.36     0.09 1 
4630822  5.  nnBnn  4815.9    57.8  3     4.50     0.26 3    -0.41     0.08 1 
5015808  5.  nnnnn  5623.8    64.6  5     4.26     0.17 4    -0.42     0.09 4 
5080261  1.  nnnnn  4883.4   110.0  4     2.56     0.17 4    -0.64     0.01 2 
5491448  5.  nnngn  4445.0    37.5  3     4.54     0.21 3    -1.08     0.01 2 
5523473  4.  nnBnn  5486.0    79.6  7     4.29     0.22 6    -0.49     0.03 3 
5584584  5.  nnnnn  4371.4    83.4  3     4.10     0.29 3    -0.58     0.14 1 
4263341  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4649457  5.  nnnnn  5225.7    56.6  3     3.62     0.54 2    -0.65     0.05 1 
4691314  2.  nnnnn  5809.7    49.9  8     3.67     0.05 6    -0.03     0.05 6 
4793729  2.  lnnnn  4151.9    80.2  3     3.77     0.63 2    -0.52     0.05 1 
4851079  7.  nnnnn  4774.3   128.2  3     4.50     0.35 3    -0.33     0.05 2 
4853321  5.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5124522  9.  nnnnn  6015.9   134.4  5     3.47     0.07 2    -0.58     0.08 1 
5169332  2.  nnnnn  5729.4    75.1  8     4.44     0.18 6    -0.83     0.02 6 
5256230  7.  nCnnn  5149.0   285.5  3     3.60     0.28 2    -0.74     0.10 1 
5439796  5.  nnnGn  6492.4    34.2 10     3.27     0.27 7    -1.62     0.07 7 
5551868  6.  nnngn  4368.8    34.2  3     3.83     0.01 2    -1.53     0.09 1 
5554713  4.  nnngn  4171.0    89.1  2     4.14     0.03 2    -1.46     0.10 1 
4334733  3.  nnnnn  4762.1   107.0  4     4.21     0.21 4    -0.65     0.02 2 
4401569  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4535705  2.5 nnnnn  4458.1   105.4  4     4.13     0.13 3    -0.59     0.11 3 
4554840  3.  nnnnn  5659.1    74.6  8     3.78     0.10 6    -0.36     0.03 6 
4579723  3.  nnngn  4226.9    95.8  2     4.23     0.36 2    -1.25     0.03 2 
4584426  7.  nnnnn  6055.4    86.7  7     3.72     0.20 4    -0.62     0.07 4 
4610054  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4647683  2.  nnnnT  6650.6    37.0  8     4.17     0.25 5    -0.91     0.11 5 
4718860  3.  nnnnn  5835.3    60.3  9     4.32     0.13 6    -0.50     0.03 5 
4842801  5.  nnnnn  5282.7    64.1  5     4.42     0.16 5    -0.42     0.05 4 
4849621  9.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4864466  8.  nnBnn  4963.0    77.8  3     4.36     0.03 2    -0.66     0.08 1 
5037004  7.  nnnnn  6273.7    68.5  7     3.92     0.35 4    -0.70     0.10 4 
5076661  2.  nnnnn  5834.0    53.8  8     4.13     0.10 6    -0.15     0.06 5 
5092096  6.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5114226  4.  nnnnn  5566.0    73.8  7     4.38     0.14 6    -0.25     0.04 5 
5215024  9.  Nnnnn  4383.4    63.2  3     3.87     0.35 2    -0.35     0.11 1 
5276995  5.  nnngn  5658.7    77.3  8     3.32     0.32 6    -1.54     0.07 7 
5345107  9.  nnnnn  4461.4   190.8  3     3.46     0.43 2    -0.53     0.11 1 
5398059  2.5 nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5461556 10.  Nnnnn  4347.7    46.5  3     4.27     0.07 2    -0.86     0.10 1 
5589028  3.  nnBnn  5084.4   140.2  4     4.17     0.29 4    -0.29     0.01 2 
5661404  8.  nnnnn  5927.6    67.1  4     4.18     0.53 2    -0.59     0.07 1 
5733092  3.  nnnnn  5695.5    63.4  7     3.99     0.04 6     0.10     0.07 5 
5769676 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5860130  6.  nnnnn  5082.5    29.0  4     2.72     0.47 4    -0.98     0.02 3 
6036344  2.  NCnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4154862  1.  nnnnn  6202.2    52.3 10     3.95     0.20 7    -0.75     0.03 6 
4232654  9.  NCnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4268040  1.  nnnnn  4923.5   104.0  4     4.60     0.12 4    -0.82     0.01 2 
4286504  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4374415  1.  nnnnn  5727.2    68.3  8     4.26     0.12 6    -0.25     0.01 7 
4480578  9.  nnnnn  5145.4    89.0  3     4.38     0.22 2    -0.46     0.08 1 
4483579  5.  nnnnn  4822.6    64.1  3     4.29     0.05 2    -0.38     0.09 1 
4628186  2.  nnnnn  6885.2    45.7 10     4.02     0.21 7    -0.75     0.05 7 
4685580  2.5 nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4698034  5.  nnnnn  4658.6    34.6  3     4.45     0.14 3    -0.93     0.08 2 
4855723  5.  nnnnn  6069.0    74.7  8     4.29     0.15 6    -0.66     0.06 7 
4862932  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5028200  9.  Nnnnn  4892.7   208.1  3     3.97     0.50 2    -0.72     0.14 1 
5031354 10.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5043799  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5055119  5.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5112722  9.  nnnnn  6472.4   112.2  5     3.90     0.67 2    -0.92     0.08 1 
5191975  5.  Nnnnn  4437.7    91.2  3     4.11     0.23 2    -0.54     0.09 1 
5219621  9.  nnnnn  6002.0    35.7  5     3.86     0.01 2    -0.23     0.08 1 
5230680  2.  nnnnn  5585.2    99.6  5     3.73     0.06 2    -0.19     0.09 1 
5280426  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5448390  3.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5486093  9.  nnnnn  5857.4   152.0  4     3.83     0.46 2    -0.55     0.02 1 
5499866  2.5 nCnnT  5376.5   268.3  5     4.52     0.15 5    -0.48     0.00 5 
5674059  5.  nnnnn  4666.5    30.8  3     4.10     0.18 2    -0.61     0.11 1 
5719873  2.  nnnnn  5256.1    35.0  7     3.63     0.13 6    -0.81     0.04 7 
5915318  8.  nnnnn  6079.9    92.4  5     3.98     0.50 2    -0.39     0.10 1 
